Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
3185	a	sp|Q7Z6M1|RABEK_HUMAN	Q7Z6M1	RABEK_HUMAN	RABEPK	372	7.10	Homo sapiens OX=9606	Rab9 effector protein with kelch motifs 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	1	1	0	598595	598595	     0			tr|Q5T1S4|Q5T1S4_HUMAN, tr|Q5T1S5|Q5T1S5_HUMAN
3186	a	sp|Q86WA8|LONP2_HUMAN	Q86WA8	LONP2_HUMAN	LONP2	852	6.00	Homo sapiens OX=9606	Lon protease homolog 2, peroxisomal 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	0	0	0	     0	     0	     0			tr|E7EN44|E7EN44_HUMAN, tr|H3BUW8|H3BUW8_HUMAN
3187	a	sp|Q8NEF9|SRFB1_HUMAN	Q8NEF9	SRFB1_HUMAN	SRFBP1	429	2.80	Homo sapiens OX=9606	Serum response factor-binding protein 1 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	1	1	0	551495	551495	     0			
3188	a	sp|Q96GD0|PLPP_HUMAN	Q96GD0	PLPP_HUMAN	PDXP	296	4.70	Homo sapiens OX=9606	Pyridoxal phosphate phosphatase 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	0	0	0	     0	     0	     0			
3189	a	sp|Q96KC8|DNJC1_HUMAN	Q96KC8	DNJC1_HUMAN	DNAJC1	554	2.30	Homo sapiens OX=9606	DnaJ homolog subfamily C member 1 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	0	0	0	     0	     0	     0			
3190	a	sp|Q99816|TS101_HUMAN	Q99816	TS101_HUMAN	TSG101	390	2.70	Homo sapiens OX=9606	Tumor susceptibility gene 101 protein 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	1	1	0	16460286	16460286	     0			tr|F5H442|F5H442_HUMAN
3191	a	sp|Q9BV81|EMC6_HUMAN	Q9BV81	EMC6_HUMAN	EMC6	110	10.90	Homo sapiens OX=9606	ER membrane protein complex subunit 6 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	1	1	0	2396049	2396049	     0			
3192	a	sp|Q9BVT8|TMUB1_HUMAN	Q9BVT8	TMUB1_HUMAN	TMUB1	246	7.90	Homo sapiens OX=9606	Transmembrane and ubiquitin-like domain-containing protein 1 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A590UJA9|A0A590UJA9_HUMAN, tr|C9JCW7|C9JCW7_HUMAN, tr|C9JE12|C9JE12_HUMAN
3193	a	sp|Q9H0R6|GATA_HUMAN	Q9H0R6	GATA_HUMAN	QRSL1	528	1.90	Homo sapiens OX=9606	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	1	1	0	2883511	2883511	     0			
3194	a	sp|Q9UKZ1|CNO11_HUMAN	Q9UKZ1	CNO11_HUMAN	CNOT11	510	2.40	Homo sapiens OX=9606	CCR4-NOT transcription complex subunit 11 	1:Experimental evidence at protein level	0.9821	0.9987	1	1	1	0	0	0	0	     0	     0	     0			
3195	a	sp|Q9Y324|FCF1_HUMAN	Q9Y324	FCF1_HUMAN	FCF1	198	7.70	Homo sapiens OX=9606	rRNA-processing protein FCF1 homolog 	2:Experimental evidence at transcript level	0.9821	0.9987	1	1	1	0	0	0	0	     0	     0	     0			tr|G3V1S4|G3V1S4_HUMAN, tr|G3V5S9|G3V5S9_HUMAN
3197	a	sp|O14933|UB2L6_HUMAN	O14933	UB2L6_HUMAN	UBE2L6	153	5.20	Homo sapiens OX=9606	Ubiquitin/ISG15-conjugating enzyme E2 L6 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	3	3	0	2587433	2587433	     0			
3198	a	sp|O43924|PDE6D_HUMAN	O43924	PDE6D_HUMAN	PDE6D	150	20.40	Homo sapiens OX=9606	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	0	0	0	     0	     0	     0			tr|B8ZZK5|B8ZZK5_HUMAN, tr|C9IZ52|C9IZ52_HUMAN
3199	a	sp|P07225|PROS_HUMAN	P07225	PROS_HUMAN	PROS1	676	2.00	Homo sapiens OX=9606	Vitamin K-dependent protein S 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0S2Z4L3|A0A0S2Z4L3_HUMAN, tr|A0A3B3IRK9|A0A3B3IRK9_HUMAN, tr|A0A3B3ISJ1|A0A3B3ISJ1_HUMAN, tr|G5E9F8|G5E9F8_HUMAN
3200	a	sp|Q5BJF2|SGMR2_HUMAN	Q5BJF2	SGMR2_HUMAN	TMEM97	176	8.70	Homo sapiens OX=9606	Sigma intracellular receptor 2 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	4	4	0	3707183	3707183	     0			tr|J3KT68|J3KT68_HUMAN
3201	a	sp|Q8IVM0|CCD50_HUMAN	Q8IVM0	CCD50_HUMAN	CCDC50	306	3.90	Homo sapiens OX=9606	Coiled-coil domain-containing protein 50 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	0	0	0	     0	     0	     0			
3202	a	sp|Q8IZ21|PHAR4_HUMAN	Q8IZ21	PHAR4_HUMAN	PHACTR4	702	1.90	Homo sapiens OX=9606	Phosphatase and actin regulator 4 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	1	1	0	7061556	7061556	     0			
3203	a	sp|Q8NBI5|S43A3_HUMAN	Q8NBI5	S43A3_HUMAN	SLC43A3	491	2.10	Homo sapiens OX=9606	Solute carrier family 43 member 3 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	1	1	0	903039	903039	     0			tr|E9PS74|E9PS74_HUMAN
3204	a	sp|Q8WV74|NUDT8_HUMAN	Q8WV74	NUDT8_HUMAN	NUDT8	236	5.10	Homo sapiens OX=9606	Nucleoside diphosphate-linked moiety X motif 8 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	1	1	0	26964810	26964810	     0			
3205	a	sp|Q8WYL5|SSH1_HUMAN	Q8WYL5	SSH1_HUMAN	SSH1	1049	14.70	Homo sapiens OX=9606	Protein phosphatase Slingshot homolog 1 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	0	0	0	     0	     0	     0			tr|H0YHR3|H0YHR3_HUMAN
3206	a	sp|Q969J3|BORC5_HUMAN	Q969J3	BORC5_HUMAN	BORCS5	196	7.30	Homo sapiens OX=9606	BLOC-1-related complex subunit 5 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	0	0	0	     0	     0	     0			tr|G3V1P3|G3V1P3_HUMAN
3207	a	sp|Q96BP3|PPWD1_HUMAN	Q96BP3	PPWD1_HUMAN	PPWD1	646	4.50	Homo sapiens OX=9606	Peptidylprolyl isomerase domain and WD repeat-containing protein 1 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	1	1	0	832174	832174	     0			tr|F5H7P7|F5H7P7_HUMAN
3208	a	sp|Q96EH3|MASU1_HUMAN	Q96EH3	MASU1_HUMAN	MALSU1	234	9.00	Homo sapiens OX=9606	Mitochondrial assembly of ribosomal large subunit protein 1 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	0	0	0	     0	     0	     0			
3209	a	sp|Q9H501|ESF1_HUMAN	Q9H501	ESF1_HUMAN	ESF1	851	1.50	Homo sapiens OX=9606	ESF1 homolog 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	1	1	0	1054502	1054502	     0			
3210	a	sp|Q9NX47|MARH5_HUMAN	Q9NX47	MARH5_HUMAN	MARCH5	278	5.80	Homo sapiens OX=9606	E3 ubiquitin-protein ligase MARCH5 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	0	0	0	     0	     0	     0			
3211	a	sp|Q9P2X3|IMPCT_HUMAN	Q9P2X3	IMPCT_HUMAN	IMPACT	320	5.60	Homo sapiens OX=9606	Protein IMPACT 	1:Experimental evidence at protein level	0.9807	0.9986	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A3B3ITH3|A0A3B3ITH3_HUMAN, tr|J3KT25|J3KT25_HUMAN, tr|J3QRS6|J3QRS6_HUMAN
3213	a	sp|O15455|TLR3_HUMAN	O15455	TLR3_HUMAN	TLR3	904	1.40	Homo sapiens OX=9606	Toll-like receptor 3 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	0	0	0	     0	     0	     0			
3214	a	sp|P01040|CYTA_HUMAN	P01040	CYTA_HUMAN	CSTA	98	19.00	Homo sapiens OX=9606	Cystatin-A 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	1	1	0	1285938	1285938	     0			tr|C9J0E4|C9J0E4_HUMAN
3215	a	sp|P17152|TMM11_HUMAN	P17152	TMM11_HUMAN	TMEM11	192	8.30	Homo sapiens OX=9606	Transmembrane protein 11, mitochondrial 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	0	0	0	     0	     0	     0			
3216	a	sp|Q6ZMI0|PPR21_HUMAN	Q6ZMI0	PPR21_HUMAN	PPP1R21	780	2.60	Homo sapiens OX=9606	Protein phosphatase 1 regulatory subunit 21 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	0	0	0	     0	     0	     0			
3217	a	sp|Q86W92|LIPB1_HUMAN	Q86W92	LIPB1_HUMAN	PPFIBP1	1011	3.90	Homo sapiens OX=9606	Liprin-beta-1 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MTP2|A0A0A0MTP2_HUMAN
3218	a	sp|Q8N4L2|PP4P2_HUMAN	Q8N4L2	PP4P2_HUMAN	PIP4P2	257	46.40	Homo sapiens OX=9606	Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	0	0	0	     0	     0	     0			tr|E5RFT4|E5RFT4_HUMAN, tr|E5RIP9|E5RIP9_HUMAN, tr|E5RIY0|E5RIY0_HUMAN, tr|E5RJC2|E5RJC2_HUMAN
3219	a	sp|Q8TBK6|ZCH10_HUMAN	Q8TBK6	ZCH10_HUMAN	ZCCHC10	192	7.50	Homo sapiens OX=9606	Zinc finger CCHC domain-containing protein 10 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	0	0	0	     0	     0	     0			tr|B3KVL5|B3KVL5_HUMAN
3220	a	sp|Q96LD4|TRI47_HUMAN	Q96LD4	TRI47_HUMAN	TRIM47	638	1.90	Homo sapiens OX=9606	E3 ubiquitin-protein ligase TRIM47 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	1	1	0	415177	415177	     0			
3221	a	sp|Q96RE7|NACC1_HUMAN	Q96RE7	NACC1_HUMAN	NACC1	527	2.50	Homo sapiens OX=9606	Nucleus accumbens-associated protein 1 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	0	0	0	     0	     0	     0			
3222	a	sp|Q9GZY4|COA1_HUMAN	Q9GZY4	COA1_HUMAN	COA1	146	15.90	Homo sapiens OX=9606	Cytochrome c oxidase assembly factor 1 homolog 	1:Experimental evidence at protein level	0.9794	0.9985	1	1	1	0	1	1	0	7565913	7565913	     0			tr|C9J6J1|C9J6J1_HUMAN, tr|C9JA07|C9JA07_HUMAN
3223	a	sp|Q9NPR9|GP108_HUMAN	Q9NPR9	GP108_HUMAN	GPR108	543	9.70	Homo sapiens OX=9606	Protein GPR108 	2:Experimental evidence at transcript level	0.9794	0.9985	1	1	1	0	0	0	0	     0	     0	     0			tr|M0QZY1|M0QZY1_HUMAN, tr|M0R1G1|M0R1G1_HUMAN, tr|M0R1Q3|M0R1Q3_HUMAN
3224	a	sp|O43286|B4GT5_HUMAN	O43286	B4GT5_HUMAN	B4GALT5	388	2.10	Homo sapiens OX=9606	Beta-1,4-galactosyltransferase 5 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	2	2	0	831153	831153	     0			sp|P15291|B4GT1_HUMAN, tr|Q86XA6|Q86XA6_HUMAN
3225	a	sp|P49848|TAF6_HUMAN	P49848	TAF6_HUMAN	TAF6	677	1.80	Homo sapiens OX=9606	Transcription initiation factor TFIID subunit 6 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	1	1	0	396605	396605	     0			tr|J3KR72|J3KR72_HUMAN
3226	a	sp|Q53FT3|HIKES_HUMAN	Q53FT3	HIKES_HUMAN	HIKESHI	197	6.90	Homo sapiens OX=9606	Protein Hikeshi 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WYW7|A0A087WYW7_HUMAN
3227	a	sp|Q5H9R7|PP6R3_HUMAN	Q5H9R7	PP6R3_HUMAN	PPP6R3	873	1.70	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 6 regulatory subunit 3 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			tr|E9PKF6|E9PKF6_HUMAN, tr|H7BXH2|H7BXH2_HUMAN
3228	a	sp|Q5R3I4|TTC38_HUMAN	Q5R3I4	TTC38_HUMAN	TTC38	469	7.60	Homo sapiens OX=9606	Tetratricopeptide repeat protein 38 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	1	1	0	1474053	1474053	     0			tr|H7C089|H7C089_HUMAN
3229	a	sp|Q69YN2|C19L1_HUMAN	Q69YN2	C19L1_HUMAN	CWF19L1	538	7.30	Homo sapiens OX=9606	CWF19-like protein 1 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A286YF56|A0A286YF56_HUMAN
3230	a	sp|Q7Z4G1|COMD6_HUMAN	Q7Z4G1	COMD6_HUMAN	COMMD6	85	15.30	Homo sapiens OX=9606	COMM domain-containing protein 6 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	1	1	0	2634808	2634808	     0			
3231	a	sp|Q8N5L8|RP25L_HUMAN	Q8N5L8	RP25L_HUMAN	RPP25L	163	5.50	Homo sapiens OX=9606	Ribonuclease P protein subunit p25-like protein 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			
3232	a	sp|Q96EL2|RT24_HUMAN	Q96EL2	RT24_HUMAN	MRPS24	167	4.80	Homo sapiens OX=9606	28S ribosomal protein S24, mitochondrial 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	2	2	0	4217140	4217140	     0			
3233	a	sp|Q96GA3|LTV1_HUMAN	Q96GA3	LTV1_HUMAN	LTV1	475	2.50	Homo sapiens OX=9606	Protein LTV1 homolog 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			
3234	a	sp|Q9BQ61|TRIR_HUMAN	Q9BQ61	TRIR_HUMAN	TRIR	176	6.80	Homo sapiens OX=9606	Telomerase RNA component interacting RNase 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			
3235	a	sp|Q9BU76|MMTA2_HUMAN	Q9BU76	MMTA2_HUMAN	MMTAG2	263	5.30	Homo sapiens OX=9606	Multiple myeloma tumor-associated protein 2 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			
3236	a	sp|Q9H270|VPS11_HUMAN	Q9H270	VPS11_HUMAN	VPS11	941	2.30	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 11 homolog 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WXL6|A0A087WXL6_HUMAN, tr|A0A0G2JS92|A0A0G2JS92_HUMAN, tr|B7Z879|B7Z879_HUMAN
3237	a	sp|Q9UEY8|ADDG_HUMAN	Q9UEY8	ADDG_HUMAN	ADD3	706	1.30	Homo sapiens OX=9606	Gamma-adducin 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	1	1	0	680165	680165	     0			
3238	a	sp|Q9UNK0|STX8_HUMAN	Q9UNK0	STX8_HUMAN	STX8	236	14.40	Homo sapiens OX=9606	Syntaxin-8 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			tr|K7EQB1|K7EQB1_HUMAN
3239	a	sp|Q9Y5Z9|UBIA1_HUMAN	Q9Y5Z9	UBIA1_HUMAN	UBIAD1	338	2.70	Homo sapiens OX=9606	UbiA prenyltransferase domain-containing protein 1 	1:Experimental evidence at protein level	0.9780	0.9984	1	1	1	0	0	0	0	     0	     0	     0			
3240	a	sp|O95487|SC24B_HUMAN	O95487	SC24B_HUMAN	SEC24B	1268	0.90	Homo sapiens OX=9606	Protein transport protein Sec24B 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			
3241	a	sp|O95639|CPSF4_HUMAN	O95639	CPSF4_HUMAN	CPSF4	269	9.40	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 4 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	1	1	0	2296526	2296526	     0			tr|B7Z7B0|B7Z7B0_HUMAN, tr|C9JEV9|C9JEV9_HUMAN, tr|H7C419|H7C419_HUMAN
3242	a	sp|Q2PPJ7|RGPA2_HUMAN	Q2PPJ7	RGPA2_HUMAN	RALGAPA2	1873	0.70	Homo sapiens OX=9606	Ral GTPase-activating protein subunit alpha-2 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	1	1	0	759555	759555	     0			tr|H7C1F9|H7C1F9_HUMAN
3243	a	sp|Q6ZRY4|RBPS2_HUMAN	Q6ZRY4	RBPS2_HUMAN	RBPMS2	209	14.40	Homo sapiens OX=9606	RNA-binding protein with multiple splicing 2 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	1	1	0	697514	697514	     0	N-term(42.0106)		
3244	a	sp|Q8IXK0|PHC2_HUMAN	Q8IXK0	PHC2_HUMAN	PHC2	858	2.20	Homo sapiens OX=9606	Polyhomeotic-like protein 2 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	1	1	0	1097788	1097788	     0			tr|A0A0A0MSI2|A0A0A0MSI2_HUMAN, tr|B3KPJ4|B3KPJ4_HUMAN
3245	a	sp|Q8N584|TT39C_HUMAN	Q8N584	TT39C_HUMAN	TTC39C	583	4.00	Homo sapiens OX=9606	Tetratricopeptide repeat protein 39C 	2:Experimental evidence at transcript level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			tr|G3V1P2|G3V1P2_HUMAN
3246	a	sp|Q96BR5|COA7_HUMAN	Q96BR5	COA7_HUMAN	COA7	231	3.90	Homo sapiens OX=9606	Cytochrome c oxidase assembly factor 7 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			
3247	a	sp|Q96GM5|SMRD1_HUMAN	Q96GM5	SMRD1_HUMAN	SMARCD1	515	4.70	Homo sapiens OX=9606	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			tr|F8VRQ4|F8VRQ4_HUMAN, tr|F8VUB0|F8VUB0_HUMAN, tr|F8VZ70|F8VZ70_HUMAN
3248	a	sp|Q9BQ75|CMS1_HUMAN	Q9BQ75	CMS1_HUMAN	CMSS1	279	15.90	Homo sapiens OX=9606	Protein CMSS1 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			tr|C9J384|C9J384_HUMAN, tr|H7C515|H7C515_HUMAN
3249	a	sp|Q9BQG2|NUD12_HUMAN	Q9BQG2	NUD12_HUMAN	NUDT12	462	1.90	Homo sapiens OX=9606	Peroxisomal NADH pyrophosphatase NUDT12 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	1	1	0	1210087	1210087	     0			
3250	a	sp|Q9BVC4|LST8_HUMAN	Q9BVC4	LST8_HUMAN	MLST8	326	15.50	Homo sapiens OX=9606	Target of rapamycin complex subunit LST8 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MR05|A0A0A0MR05_HUMAN, tr|H3BM50|H3BM50_HUMAN, tr|H3BN58|H3BN58_HUMAN, tr|H3BPT1|H3BPT1_HUMAN, tr|H3BPU5|H3BPU5_HUMAN, tr|H3BR25|H3BR25_HUMAN, tr|H3BR38|H3BR38_HUMAN, tr|H3BSZ4|H3BSZ4_HUMAN
3251	a	sp|Q9NVQ4|FAIM1_HUMAN	Q9NVQ4	FAIM1_HUMAN	FAIM	179	13.30	Homo sapiens OX=9606	Fas apoptotic inhibitory molecule 1 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			tr|C9JDZ2|C9JDZ2_HUMAN
3252	a	sp|O95297|MPZL1_HUMAN	O95297	MPZL1_HUMAN	MPZL1	269	4.10	Homo sapiens OX=9606	Myelin protein zero-like protein 1 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			
3253	a	sp|P32856|STX2_HUMAN	P32856	STX2_HUMAN	STX2	288	4.90	Homo sapiens OX=9606	Syntaxin-2 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	2	2	0	436331	436331	     0			
3254	a	sp|P52630|STAT2_HUMAN	P52630	STAT2_HUMAN	STAT2	851	12.10	Homo sapiens OX=9606	Signal transducer and activator of transcription 2 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	1	1	0	1293718	1293718	     0			tr|A0A494C0B5|A0A494C0B5_HUMAN, tr|A0A494C164|A0A494C164_HUMAN, tr|A0A494C1L3|A0A494C1L3_HUMAN, tr|B4DHE0|B4DHE0_HUMAN, tr|B4DLC8|B4DLC8_HUMAN
3255	a	sp|P78318|IGBP1_HUMAN	P78318	IGBP1_HUMAN	IGBP1	339	3.50	Homo sapiens OX=9606	Immunoglobulin-binding protein 1 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			
3256	a	sp|Q6NW29|RWDD4_HUMAN	Q6NW29	RWDD4_HUMAN	RWDD4	188	23.30	Homo sapiens OX=9606	RWD domain-containing protein 4 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			tr|D6R9C7|D6R9C7_HUMAN, tr|D6RCM5|D6RCM5_HUMAN, tr|D6RDH6|D6RDH6_HUMAN, tr|K4DI92|K4DI92_HUMAN
3257	a	sp|Q8WTS6|SETD7_HUMAN	Q8WTS6	SETD7_HUMAN	SETD7	366	2.80	Homo sapiens OX=9606	Histone-lysine N-methyltransferase SETD7 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			tr|D6RJA0|D6RJA0_HUMAN
3258	a	sp|Q8WVQ1|CANT1_HUMAN	Q8WVQ1	CANT1_HUMAN	CANT1	401	4.20	Homo sapiens OX=9606	Soluble calcium-activated nucleotidase 1 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			tr|K7EN15|K7EN15_HUMAN
3259	a	sp|Q9GZZ1|NAA50_HUMAN	Q9GZZ1	NAA50_HUMAN	NAA50	169	22.40	Homo sapiens OX=9606	N-alpha-acetyltransferase 50 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WWJ2|A0A087WWJ2_HUMAN, tr|A0A0D9SF32|A0A0D9SF32_HUMAN, tr|C9J5D1|C9J5D1_HUMAN, tr|C9J5J3|C9J5J3_HUMAN, tr|C9JZU6|C9JZU6_HUMAN, tr|E7EQ69|E7EQ69_HUMAN, tr|F8WCK0|F8WCK0_HUMAN
3260	a	sp|Q9UBD5|ORC3_HUMAN	Q9UBD5	ORC3_HUMAN	ORC3	711	2.50	Homo sapiens OX=9606	Origin recognition complex subunit 3 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	1	1	0	7560903	7560903	     0			
3261	a	sp|P10176|COX8A_HUMAN	P10176	COX8A_HUMAN	COX8A	69	13.00	Homo sapiens OX=9606	Cytochrome c oxidase subunit 8A, mitochondrial 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	0	0	0	     0	     0	     0			tr|U3KQK5|U3KQK5_HUMAN
3262	a	sp|P60484|PTEN_HUMAN	P60484	PTEN_HUMAN	PTEN	403	3.00	Homo sapiens OX=9606	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	0	0	0	     0	     0	     0			
3263	a	sp|Q15811|ITSN1_HUMAN	Q15811	ITSN1_HUMAN	ITSN1	1721	15.60	Homo sapiens OX=9606	Intersectin-1 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	1	1	0	788201	788201	     0			tr|A8CTZ0|A8CTZ0_HUMAN, tr|F8W7U0|F8W7U0_HUMAN, tr|H7C429|H7C429_HUMAN
3264	a	sp|Q8N3V7|SYNPO_HUMAN	Q8N3V7	SYNPO_HUMAN	SYNPO	929	1.50	Homo sapiens OX=9606	Synaptopodin 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	0	0	0	     0	     0	     0			
3265	a	sp|Q8TDX7|NEK7_HUMAN	Q8TDX7	NEK7_HUMAN	NEK7	302	8.00	Homo sapiens OX=9606	Serine/threonine-protein kinase Nek7 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	0	0	0	     0	     0	     0			sp|Q9HC98|NEK6_HUMAN, tr|Q5TBG1|Q5TBG1_HUMAN, tr|Q5TBG7|Q5TBG7_HUMAN, tr|Q5TBH0|Q5TBH0_HUMAN, tr|Q5TBH1|Q5TBH1_HUMAN, tr|Q5TBH2|Q5TBH2_HUMAN
3266	a	sp|Q9BY42|RTF2_HUMAN	Q9BY42	RTF2_HUMAN	RTF2	306	6.90	Homo sapiens OX=9606	Replication termination factor 2 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	2	2	0	1274460	1274460	     0			tr|A0A0A0MQR2|A0A0A0MQR2_HUMAN, tr|A2A2L5|A2A2L5_HUMAN
3267	a	sp|O75648|MTU1_HUMAN	O75648	MTU1_HUMAN	TRMU	421	11.80	Homo sapiens OX=9606	Mitochondrial tRNA-specific 2-thiouridylase 1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A2R8Y4R7|A0A2R8Y4R7_HUMAN, tr|A0A2R8Y6L6|A0A2R8Y6L6_HUMAN, tr|A0A2R8YDK3|A0A2R8YDK3_HUMAN, tr|A0A2R8YFQ3|A0A2R8YFQ3_HUMAN, tr|B4DZN5|B4DZN5_HUMAN
3268	a	sp|P09871|C1S_HUMAN	P09871	C1S_HUMAN	C1S	688	2.10	Homo sapiens OX=9606	Complement C1s subcomponent 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	1	1	0	1371494	1371494	     0			tr|A0A087X232|A0A087X232_HUMAN, tr|F8WCZ6|F8WCZ6_HUMAN
