Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
2844	a	sp|P67812|SC11A_HUMAN	P67812	SC11A_HUMAN	SEC11A	179	9.30	Homo sapiens OX=9606	Signal peptidase complex catalytic subunit SEC11A 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	3860120	3860120	     0			tr|H0YKT4|H0YKT4_HUMAN, tr|H0YNG3|H0YNG3_HUMAN
2845	a	sp|P67870|CSK2B_HUMAN	P67870	CSK2B_HUMAN	CSNK2B	215	8.70	Homo sapiens OX=9606	Casein kinase II subunit beta 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	2	2	0	1300283	1300283	     0			tr|A0A0G2JM12|A0A0G2JM12_HUMAN, tr|A0A0G2JM58|A0A0G2JM58_HUMAN, tr|N0E472|N0E472_HUMAN, tr|N0E644|N0E644_HUMAN, tr|Q5SRQ3|Q5SRQ3_HUMAN, tr|Q5SRQ6|Q5SRQ6_HUMAN
2846	a	sp|P78356|PI42B_HUMAN	P78356	PI42B_HUMAN	PIP4K2B	416	19.70	Homo sapiens OX=9606	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	1082880	1082880	     0			tr|A0A087WT35|A0A087WT35_HUMAN
2847	a	sp|P78537|BL1S1_HUMAN	P78537	BL1S1_HUMAN	BLOC1S1	153	25.00	Homo sapiens OX=9606	Biogenesis of lysosome-related organelles complex 1 subunit 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WSV2|A0A087WSV2_HUMAN, tr|F8VP73|F8VP73_HUMAN, tr|F8W036|F8W036_HUMAN, tr|F8W099|F8W099_HUMAN, tr|F8W606|F8W606_HUMAN, tr|G8JLQ3|G8JLQ3_HUMAN
2848	a	sp|P81877|SSBP2_HUMAN	P81877	SSBP2_HUMAN	SSBP2	361	2.80	Homo sapiens OX=9606	Single-stranded DNA-binding protein 2 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	1619388	1619388	     0			sp|Q9BWG4|SSBP4_HUMAN, sp|Q9BWW4|SSBP3_HUMAN, tr|A0A087WVT6|A0A087WVT6_HUMAN, tr|A0A087X159|A0A087X159_HUMAN, tr|D6RAC5|D6RAC5_HUMAN, tr|U3KQ46|U3KQ46_HUMAN
2849	a	sp|P98175|RBM10_HUMAN	P98175	RBM10_HUMAN	RBM10	930	1.50	Homo sapiens OX=9606	RNA-binding protein 10 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2850	a	sp|Q00403|TF2B_HUMAN	Q00403	TF2B_HUMAN	GTF2B	316	6.20	Homo sapiens OX=9606	Transcription initiation factor IIB 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|B1APE1|B1APE1_HUMAN, tr|B1APE2|B1APE2_HUMAN
2851	a	sp|Q03426|KIME_HUMAN	Q03426	KIME_HUMAN	MVK	396	3.50	Homo sapiens OX=9606	Mevalonate kinase 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A1B0GWC2|A0A1B0GWC2_HUMAN, tr|F5H8H2|F5H8H2_HUMAN
2852	a	sp|Q04941|PLP2_HUMAN	Q04941	PLP2_HUMAN	PLP2	152	8.60	Homo sapiens OX=9606	Proteolipid protein 2 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	4	4	0	24929044	24929044	     0			
2853	a	sp|Q06033|ITIH3_HUMAN	Q06033	ITIH3_HUMAN	ITIH3	890	1.90	Homo sapiens OX=9606	Inter-alpha-trypsin inhibitor heavy chain H3 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WW43|A0A087WW43_HUMAN, tr|E7ET33|E7ET33_HUMAN
2854	a	sp|Q08722|CD47_HUMAN	Q08722	CD47_HUMAN	CD47	323	6.00	Homo sapiens OX=9606	Leukocyte surface antigen CD47 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	4	4	0	6544908	6544908	     0			tr|A0A2R8Y484|A0A2R8Y484_HUMAN
2855	a	sp|Q11206|SIA4C_HUMAN	Q11206	SIA4C_HUMAN	ST3GAL4	333	7.70	Homo sapiens OX=9606	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 	2:Experimental evidence at transcript level	0.9861	0.9990	1	1	1	0	1	1	0	884625	884625	     0			tr|E9PQZ2|E9PQZ2_HUMAN
2856	a	sp|Q12972|PP1R8_HUMAN	Q12972	PP1R8_HUMAN	PPP1R8	351	6.30	Homo sapiens OX=9606	Nuclear inhibitor of protein phosphatase 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2857	a	sp|Q13033|STRN3_HUMAN	Q13033	STRN3_HUMAN	STRN3	797	2.60	Homo sapiens OX=9606	Striatin-3 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2858	a	sp|Q13144|EI2BE_HUMAN	Q13144	EI2BE_HUMAN	EIF2B5	721	2.20	Homo sapiens OX=9606	Translation initiation factor eIF-2B subunit epsilon 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	2076762	2076762	     0			tr|A0A3B3ITG6|A0A3B3ITG6_HUMAN, tr|A0A3B3IUB1|A0A3B3IUB1_HUMAN
2859	a	sp|Q13572|ITPK1_HUMAN	Q13572	ITPK1_HUMAN	ITPK1	414	4.40	Homo sapiens OX=9606	Inositol-tetrakisphosphate 1-kinase 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|G3V4M9|G3V4M9_HUMAN
2860	a	sp|Q13601|KRR1_HUMAN	Q13601	KRR1_HUMAN	KRR1	381	3.10	Homo sapiens OX=9606	KRR1 small subunit processome component homolog 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	2	2	0	2859078	2859078	     0			
2861	a	sp|Q13616|CUL1_HUMAN	Q13616	CUL1_HUMAN	CUL1	776	2.80	Homo sapiens OX=9606	Cullin-1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	2	2	0	574787	574787	     0			tr|A0A0C4DGX4|A0A0C4DGX4_HUMAN, tr|A0A590UJ21|A0A590UJ21_HUMAN, tr|A0A590UJ50|A0A590UJ50_HUMAN, tr|A0A590UJ56|A0A590UJ56_HUMAN, tr|A0A590UJC4|A0A590UJC4_HUMAN, tr|A0A590UK34|A0A590UK34_HUMAN
2862	a	sp|Q13642|FHL1_HUMAN	Q13642	FHL1_HUMAN	FHL1	323	8.70	Homo sapiens OX=9606	Four and a half LIM domains protein 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	2	2	0	1144148	1144148	     0			tr|A0A0D9SFB0|A0A0D9SFB0_HUMAN, tr|A0A0D9SFI6|A0A0D9SFI6_HUMAN, tr|A0A0D9SFZ9|A0A0D9SFZ9_HUMAN, tr|A0A0D9SGB2|A0A0D9SGB2_HUMAN, tr|A0A494C0D6|A0A494C0D6_HUMAN, tr|Q5JXH7|Q5JXH7_HUMAN, tr|Q5JXH8|Q5JXH8_HUMAN, tr|Q5JXH9|Q5JXH9_HUMAN, tr|Q5JXI0|Q5JXI0_HUMAN, tr|Q5JXI2|Q5JXI2_HUMAN, tr|Q5JXI3|Q5JXI3_HUMAN, tr|Q5JXI8|Q5JXI8_HUMAN
2863	a	sp|Q13685|AAMP_HUMAN	Q13685	AAMP_HUMAN	AAMP	434	6.90	Homo sapiens OX=9606	Angio-associated migratory cell protein 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	4	4	0	2173729	2173729	     0			tr|C9JEH3|C9JEH3_HUMAN, tr|C9JG97|C9JG97_HUMAN, tr|H7C0R2|H7C0R2_HUMAN
2864	a	sp|Q13884|SNTB1_HUMAN	Q13884	SNTB1_HUMAN	SNTB1	538	64.30	Homo sapiens OX=9606	Beta-1-syntrophin 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	2	2	0	953475	953475	     0	N-term(42.0106)		tr|A0A3B3ITC2|A0A3B3ITC2_HUMAN, tr|E5RIX7|E5RIX7_HUMAN
2865	a	sp|Q13951|PEBB_HUMAN	Q13951	PEBB_HUMAN	CBFB	182	19.50	Homo sapiens OX=9606	Core-binding factor subunit beta 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	1632076	1632076	     0			tr|A0A494C0A9|A0A494C0A9_HUMAN, tr|J3KS23|J3KS23_HUMAN
2866	a	sp|Q14061|COX17_HUMAN	Q14061	COX17_HUMAN	COX17	63	25.40	Homo sapiens OX=9606	Cytochrome c oxidase copper chaperone 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	5	5	0	2981043	2981043	     0			tr|C9J8T6|C9J8T6_HUMAN
2867	a	sp|Q14232|EI2BA_HUMAN	Q14232	EI2BA_HUMAN	EIF2B1	305	7.40	Homo sapiens OX=9606	Translation initiation factor eIF-2B subunit alpha 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|F5H0D0|F5H0D0_HUMAN
2868	a	sp|Q14241|ELOA1_HUMAN	Q14241	ELOA1_HUMAN	ELOA	798	2.10	Homo sapiens OX=9606	Elongin-A 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A024RAC6|A0A024RAC6_HUMAN
2869	a	sp|Q14657|LAGE3_HUMAN	Q14657	LAGE3_HUMAN	LAGE3	143	16.10	Homo sapiens OX=9606	EKC/KEOPS complex subunit LAGE3 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	1936189	1936189	     0			
2870	a	sp|Q14694|UBP10_HUMAN	Q14694	UBP10_HUMAN	USP10	798	9.10	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 10 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	2150950	2150950	     0			tr|H3BQP1|H3BQP1_HUMAN
2871	a	sp|Q15043|S39AE_HUMAN	Q15043	S39AE_HUMAN	SLC39A14	492	13.50	Homo sapiens OX=9606	Zinc transporter ZIP14 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	3059907	3059907	     0			tr|E5RFZ8|E5RFZ8_HUMAN, tr|E5RGA7|E5RGA7_HUMAN, tr|E5RIP4|E5RIP4_HUMAN, tr|E5RJ40|E5RJ40_HUMAN, tr|E5RJG5|E5RJG5_HUMAN
2872	a	sp|Q15119|PDK2_HUMAN	Q15119	PDK2_HUMAN	PDK2	407	5.00	Homo sapiens OX=9606	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|D6RDN9|D6RDN9_HUMAN
2873	a	sp|Q15185|TEBP_HUMAN	Q15185	TEBP_HUMAN	PTGES3	160	8.10	Homo sapiens OX=9606	Prostaglandin E synthase 3 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	4	4	0	3478879	3478879	     0			tr|A0A087WYT3|A0A087WYT3_HUMAN, tr|B4DDC6|B4DDC6_HUMAN
2874	a	sp|Q15392|DHC24_HUMAN	Q15392	DHC24_HUMAN	DHCR24	516	1.70	Homo sapiens OX=9606	Delta(24)-sterol reductase 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	5811132	5811132	     0			tr|A0A0A0MTI1|A0A0A0MTI1_HUMAN
2875	a	sp|Q15427|SF3B4_HUMAN	Q15427	SF3B4_HUMAN	SF3B4	424	3.30	Homo sapiens OX=9606	Splicing factor 3B subunit 4 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	5	5	0	5369984	5369984	     0			
2876	a	sp|Q15582|BGH3_HUMAN	Q15582	BGH3_HUMAN	TGFBI	683	20.00	Homo sapiens OX=9606	Transforming growth factor-beta-induced protein ig-h3 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	1004760	1004760	     0			tr|D6RBX4|D6RBX4_HUMAN, tr|H0YAH8|H0YAH8_HUMAN
2877	a	sp|Q15773|MLF2_HUMAN	Q15773	MLF2_HUMAN	MLF2	248	6.50	Homo sapiens OX=9606	Myeloid leukemia factor 2 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	1050962	1050962	     0			
2878	a	sp|Q16270|IBP7_HUMAN	Q16270	IBP7_HUMAN	IGFBP7	282	4.60	Homo sapiens OX=9606	Insulin-like growth factor-binding protein 7 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2879	a	sp|Q16527|CSRP2_HUMAN	Q16527	CSRP2_HUMAN	CSRP2	193	8.00	Homo sapiens OX=9606	Cysteine and glycine-rich protein 2 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	2	2	0	1064886	1064886	     0			tr|F8VQR7|F8VQR7_HUMAN, tr|F8VW96|F8VW96_HUMAN
2880	a	sp|Q2TAL8|QRIC1_HUMAN	Q2TAL8	QRIC1_HUMAN	QRICH1	776	2.30	Homo sapiens OX=9606	Glutamine-rich protein 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	636593	636593	     0			
2881	a	sp|Q2TB10|ZN800_HUMAN	Q2TB10	ZN800_HUMAN	ZNF800	664	7.00	Homo sapiens OX=9606	Zinc finger protein 800 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WXB4|A0A087WXB4_HUMAN, tr|C9JHX9|C9JHX9_HUMAN
2882	a	sp|Q32P41|TRM5_HUMAN	Q32P41	TRM5_HUMAN	TRMT5	509	2.90	Homo sapiens OX=9606	tRNA (guanine(37)-N1)-methyltransferase 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	4	4	0	20879904	20879904	     0			
2883	a	sp|Q3SY17|S2552_HUMAN	Q3SY17	S2552_HUMAN	SLC25A52	297	4.70	Homo sapiens OX=9606	Solute carrier family 25 member 52 	2:Experimental evidence at transcript level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			sp|Q9H1U9|S2551_HUMAN, tr|I3L0B8|I3L0B8_HUMAN
2884	a	sp|Q4G0F5|VP26B_HUMAN	Q4G0F5	VP26B_HUMAN	VPS26B	336	3.30	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 26B 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	2154268	2154268	     0			
2885	a	sp|Q4KMQ2|ANO6_HUMAN	Q4KMQ2	ANO6_HUMAN	ANO6	910	2.40	Homo sapiens OX=9606	Anoctamin-6 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	4	4	0	5777463	5777463	     0			
2886	a	sp|Q53FV1|ORML2_HUMAN	Q53FV1	ORML2_HUMAN	ORMDL2	153	13.90	Homo sapiens OX=9606	ORM1-like protein 2 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			sp|Q9P0S3|ORML1_HUMAN, tr|A0A1B0GXE7|A0A1B0GXE7_HUMAN, tr|F6WST4|F6WST4_HUMAN
2887	a	sp|Q53GS9|SNUT2_HUMAN	Q53GS9	SNUT2_HUMAN	USP39	565	3.10	Homo sapiens OX=9606	U4/U6.U5 tri-snRNP-associated protein 2 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	2	2	0	17865054	17865054	     0			tr|A0A087X1B2|A0A087X1B2_HUMAN, tr|B9A018|B9A018_HUMAN
2888	a	sp|Q5BJD5|TM41B_HUMAN	Q5BJD5	TM41B_HUMAN	TMEM41B	291	9.70	Homo sapiens OX=9606	Transmembrane protein 41B 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|E9PJ42|E9PJ42_HUMAN
2889	a	sp|Q5HYI7|MTX3_HUMAN	Q5HYI7	MTX3_HUMAN	MTX3	312	5.80	Homo sapiens OX=9606	Metaxin-3 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2890	a	sp|Q5JS37|NHLC3_HUMAN	Q5JS37	NHLC3_HUMAN	NHLRC3	347	9.30	Homo sapiens OX=9606	NHL repeat-containing protein 3 	2:Experimental evidence at transcript level	0.9861	0.9990	1	1	1	0	1	1	0	9486470	9486470	     0			tr|C9J973|C9J973_HUMAN
2891	a	sp|Q5JSH3|WDR44_HUMAN	Q5JSH3	WDR44_HUMAN	WDR44	913	2.10	Homo sapiens OX=9606	WD repeat-containing protein 44 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	3	3	0	665368	665368	     0			tr|H7BY83|H7BY83_HUMAN
2892	a	sp|Q5JSJ4|INT6L_HUMAN	Q5JSJ4	INT6L_HUMAN	INTS6L	861	2.60	Homo sapiens OX=9606	Integrator complex subunit 6-like 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A1W2PPI5|A0A1W2PPI5_HUMAN
2893	a	sp|Q5JTJ3|COA6_HUMAN	Q5JTJ3	COA6_HUMAN	COA6	125	11.20	Homo sapiens OX=9606	Cytochrome c oxidase assembly factor 6 homolog 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	4	4	0	2907773	2907773	     0			
2894	a	sp|Q5JVF3|PCID2_HUMAN	Q5JVF3	PCID2_HUMAN	PCID2	399	3.00	Homo sapiens OX=9606	PCI domain-containing protein 2 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	3	3	0	1039754	1039754	     0			
2895	a	sp|Q5K651|SAMD9_HUMAN	Q5K651	SAMD9_HUMAN	SAMD9	1589	1.10	Homo sapiens OX=9606	Sterile alpha motif domain-containing protein 9 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|C9JKF1|C9JKF1_HUMAN
2896	a	sp|Q5T1C6|THEM4_HUMAN	Q5T1C6	THEM4_HUMAN	THEM4	240	7.50	Homo sapiens OX=9606	Acyl-coenzyme A thioesterase THEM4 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	2	2	0	2199298	2199298	     0			tr|E9PLJ7|E9PLJ7_HUMAN, tr|F6XC58|F6XC58_HUMAN
2897	a	sp|Q5T3I0|GPTC4_HUMAN	Q5T3I0	GPTC4_HUMAN	GPATCH4	446	14.30	Homo sapiens OX=9606	G patch domain-containing protein 4 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	3	3	0	1083408	1083408	     0			tr|A0A0A0MRK1|A0A0A0MRK1_HUMAN, tr|E9PAV9|E9PAV9_HUMAN, tr|E9PPY4|E9PPY4_HUMAN, tr|F2Z3C6|F2Z3C6_HUMAN
2898	a	sp|Q68CQ7|GL8D1_HUMAN	Q68CQ7	GL8D1_HUMAN	GLT8D1	371	6.30	Homo sapiens OX=9606	Glycosyltransferase 8 domain-containing protein 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|C9J880|C9J880_HUMAN
2899	a	sp|Q6JQN1|ACD10_HUMAN	Q6JQN1	ACD10_HUMAN	ACAD10	1059	2.30	Homo sapiens OX=9606	Acyl-CoA dehydrogenase family member 10 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	993401	993401	     0			tr|F8W1I9|F8W1I9_HUMAN
2900	a	sp|Q6NYC1|JMJD6_HUMAN	Q6NYC1	JMJD6_HUMAN	JMJD6	403	3.90	Homo sapiens OX=9606	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	1268539	1268539	     0			tr|B2WTI3|B2WTI3_HUMAN, tr|B2WTI4|B2WTI4_HUMAN, tr|K7EJU9|K7EJU9_HUMAN
2901	a	sp|Q6P1Q0|LTMD1_HUMAN	Q6P1Q0	LTMD1_HUMAN	LETMD1	360	7.60	Homo sapiens OX=9606	LETM1 domain-containing protein 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|F8VP71|F8VP71_HUMAN, tr|F8VVQ3|F8VVQ3_HUMAN, tr|F8VZA2|F8VZA2_HUMAN, tr|H0YIV5|H0YIV5_HUMAN
2902	a	sp|Q6P4A7|SFXN4_HUMAN	Q6P4A7	SFXN4_HUMAN	SFXN4	337	3.60	Homo sapiens OX=9606	Sideroflexin-4 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	1224083	1224083	     0	N-term(42.0106)		
2903	a	sp|Q6PIF6|MYO7B_HUMAN	Q6PIF6	MYO7B_HUMAN	MYO7B	2116	0.70	Homo sapiens OX=9606	Unconventional myosin-VIIb 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2904	a	sp|Q6PJG6|BRAT1_HUMAN	Q6PJG6	BRAT1_HUMAN	BRAT1	821	3.30	Homo sapiens OX=9606	BRCA1-associated ATM activator 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	682339	682339	     0			
2905	a	sp|Q6YP21|KAT3_HUMAN	Q6YP21	KAT3_HUMAN	KYAT3	454	4.60	Homo sapiens OX=9606	Kynurenine--oxoglutarate transaminase 3 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MRN7|A0A0A0MRN7_HUMAN
2906	a	sp|Q7Z4R8|CF120_HUMAN	Q7Z4R8	CF120_HUMAN	C6orf120	191	14.10	Homo sapiens OX=9606	UPF0669 protein C6orf120 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	4	4	0	1755317	1755317	     0			
2907	a	sp|Q86TS9|RM52_HUMAN	Q86TS9	RM52_HUMAN	MRPL52	123	30.00	Homo sapiens OX=9606	39S ribosomal protein L52, mitochondrial 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	2	2	0	2444646	2444646	     0			tr|G5E9P5|G5E9P5_HUMAN
2908	a	sp|Q86U38|NOP9_HUMAN	Q86U38	NOP9_HUMAN	NOP9	636	2.00	Homo sapiens OX=9606	Nucleolar protein 9 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	2807512	2807512	     0			
2909	a	sp|Q86U44|MTA70_HUMAN	Q86U44	MTA70_HUMAN	METTL3	580	7.20	Homo sapiens OX=9606	N6-adenosine-methyltransferase catalytic subunit 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|B4DTN4|B4DTN4_HUMAN, tr|B4E349|B4E349_HUMAN, tr|F5H6D8|F5H6D8_HUMAN
2910	a	sp|Q86U86|PB1_HUMAN	Q86U86	PB1_HUMAN	PBRM1	1689	0.90	Homo sapiens OX=9606	Protein polybromo-1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|E7EVG2|E7EVG2_HUMAN, tr|H0Y5B5|H0Y5B5_HUMAN
2911	a	sp|Q86UY6|NAA40_HUMAN	Q86UY6	NAA40_HUMAN	NAA40	237	9.70	Homo sapiens OX=9606	N-alpha-acetyltransferase 40 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|F5H2C9|F5H2C9_HUMAN
2912	a	sp|Q86VS8|HOOK3_HUMAN	Q86VS8	HOOK3_HUMAN	HOOK3	718	1.80	Homo sapiens OX=9606	Protein Hook homolog 3 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	4	4	0	1576328	1576328	     0			
2913	a	sp|Q86VU5|CMTD1_HUMAN	Q86VU5	CMTD1_HUMAN	COMTD1	262	3.10	Homo sapiens OX=9606	Catechol O-methyltransferase domain-containing protein 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	3	3	0	8182726	8182726	     0			
2914	a	sp|Q86W42|THOC6_HUMAN	Q86W42	THOC6_HUMAN	THOC6	341	4.10	Homo sapiens OX=9606	THO complex subunit 6 homolog 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2915	a	sp|Q86WU2|LDHD_HUMAN	Q86WU2	LDHD_HUMAN	LDHD	507	2.80	Homo sapiens OX=9606	Probable D-lactate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2916	a	sp|Q8IU81|I2BP1_HUMAN	Q8IU81	I2BP1_HUMAN	IRF2BP1	584	2.60	Homo sapiens OX=9606	Interferon regulatory factor 2-binding protein 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2917	a	sp|Q8IUX1|T126B_HUMAN	Q8IUX1	T126B_HUMAN	TMEM126B	230	35.00	Homo sapiens OX=9606	Complex I assembly factor TMEM126B, mitochondrial 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|E9PJQ6|E9PJQ6_HUMAN, tr|E9PKZ7|E9PKZ7_HUMAN, tr|E9PKZ9|E9PKZ9_HUMAN, tr|H0YD74|H0YD74_HUMAN, tr|H0YEG5|H0YEG5_HUMAN
2918	a	sp|Q8IWW8|HOT_HUMAN	Q8IWW8	HOT_HUMAN	ADHFE1	467	4.30	Homo sapiens OX=9606	Hydroxyacid-oxoacid transhydrogenase, mitochondrial 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2919	a	sp|Q8IWX8|CHERP_HUMAN	Q8IWX8	CHERP_HUMAN	CHERP	916	2.00	Homo sapiens OX=9606	Calcium homeostasis endoplasmic reticulum protein 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	1	1	0	6358073	6358073	     0			tr|J3QK89|J3QK89_HUMAN
2920	a	sp|Q8IX01|SUGP2_HUMAN	Q8IX01	SUGP2_HUMAN	SUGP2	1082	1.40	Homo sapiens OX=9606	SURP and G-patch domain-containing protein 2 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			tr|M0R2Z9|M0R2Z9_HUMAN, tr|M0R3F6|M0R3F6_HUMAN
2921	a	sp|Q8IXQ4|GPAM1_HUMAN	Q8IXQ4	GPAM1_HUMAN	GPALPP1	340	3.80	Homo sapiens OX=9606	GPALPP motifs-containing protein 1 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	3	3	0	1362723	1362723	     0			tr|A0A0A0MRI1|A0A0A0MRI1_HUMAN
2922	a	sp|Q8IYF3|TEX11_HUMAN	Q8IYF3	TEX11_HUMAN	TEX11	940	1.60	Homo sapiens OX=9606	Testis-expressed protein 11 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	0	0	0	     0	     0	     0			
2923	a	sp|Q8N0X7|SPART_HUMAN	Q8N0X7	SPART_HUMAN	SPART	666	1.80	Homo sapiens OX=9606	Spartin 	1:Experimental evidence at protein level	0.9861	0.9990	1	1	1	0	3	3	0	5115636	5115636	     0			
