Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
3244	a	sp|Q8IXK0|PHC2_HUMAN	Q8IXK0	PHC2_HUMAN	PHC2	858	2.20	Homo sapiens OX=9606	Polyhomeotic-like protein 2 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	1	1	0	1536370	1536370	     0			tr|A0A0A0MSI2|A0A0A0MSI2_HUMAN, tr|B3KPJ4|B3KPJ4_HUMAN
3245	a	sp|Q8N584|TT39C_HUMAN	Q8N584	TT39C_HUMAN	TTC39C	583	4.00	Homo sapiens OX=9606	Tetratricopeptide repeat protein 39C 	2:Experimental evidence at transcript level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			tr|G3V1P2|G3V1P2_HUMAN
3246	a	sp|Q96BR5|COA7_HUMAN	Q96BR5	COA7_HUMAN	COA7	231	3.90	Homo sapiens OX=9606	Cytochrome c oxidase assembly factor 7 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			
3247	a	sp|Q96GM5|SMRD1_HUMAN	Q96GM5	SMRD1_HUMAN	SMARCD1	515	4.70	Homo sapiens OX=9606	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			tr|F8VRQ4|F8VRQ4_HUMAN, tr|F8VUB0|F8VUB0_HUMAN, tr|F8VZ70|F8VZ70_HUMAN
3248	a	sp|Q9BQ75|CMS1_HUMAN	Q9BQ75	CMS1_HUMAN	CMSS1	279	15.90	Homo sapiens OX=9606	Protein CMSS1 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			tr|C9J384|C9J384_HUMAN, tr|H7C515|H7C515_HUMAN
3249	a	sp|Q9BQG2|NUD12_HUMAN	Q9BQG2	NUD12_HUMAN	NUDT12	462	1.90	Homo sapiens OX=9606	Peroxisomal NADH pyrophosphatase NUDT12 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			
3250	a	sp|Q9BVC4|LST8_HUMAN	Q9BVC4	LST8_HUMAN	MLST8	326	15.50	Homo sapiens OX=9606	Target of rapamycin complex subunit LST8 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	2	2	0	1498205	1498205	     0			tr|A0A0A0MR05|A0A0A0MR05_HUMAN, tr|H3BM50|H3BM50_HUMAN, tr|H3BN58|H3BN58_HUMAN, tr|H3BPT1|H3BPT1_HUMAN, tr|H3BPU5|H3BPU5_HUMAN, tr|H3BR25|H3BR25_HUMAN, tr|H3BR38|H3BR38_HUMAN, tr|H3BSZ4|H3BSZ4_HUMAN
3251	a	sp|Q9NVQ4|FAIM1_HUMAN	Q9NVQ4	FAIM1_HUMAN	FAIM	179	13.30	Homo sapiens OX=9606	Fas apoptotic inhibitory molecule 1 	1:Experimental evidence at protein level	0.9767	0.9983	1	1	1	0	0	0	0	     0	     0	     0			tr|C9JDZ2|C9JDZ2_HUMAN
3252	a	sp|O95297|MPZL1_HUMAN	O95297	MPZL1_HUMAN	MPZL1	269	4.10	Homo sapiens OX=9606	Myelin protein zero-like protein 1 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	1	1	0	626172	626172	     0			
3253	a	sp|P32856|STX2_HUMAN	P32856	STX2_HUMAN	STX2	288	4.90	Homo sapiens OX=9606	Syntaxin-2 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	1	1	0	532749	532749	     0			
3254	a	sp|P52630|STAT2_HUMAN	P52630	STAT2_HUMAN	STAT2	851	12.10	Homo sapiens OX=9606	Signal transducer and activator of transcription 2 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	1	1	0	4047582	4047582	     0			tr|A0A494C0B5|A0A494C0B5_HUMAN, tr|A0A494C164|A0A494C164_HUMAN, tr|A0A494C1L3|A0A494C1L3_HUMAN, tr|B4DHE0|B4DHE0_HUMAN, tr|B4DLC8|B4DLC8_HUMAN
3255	a	sp|P78318|IGBP1_HUMAN	P78318	IGBP1_HUMAN	IGBP1	339	3.50	Homo sapiens OX=9606	Immunoglobulin-binding protein 1 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			
3256	a	sp|Q6NW29|RWDD4_HUMAN	Q6NW29	RWDD4_HUMAN	RWDD4	188	23.30	Homo sapiens OX=9606	RWD domain-containing protein 4 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			tr|D6R9C7|D6R9C7_HUMAN, tr|D6RCM5|D6RCM5_HUMAN, tr|D6RDH6|D6RDH6_HUMAN, tr|K4DI92|K4DI92_HUMAN
3257	a	sp|Q8WTS6|SETD7_HUMAN	Q8WTS6	SETD7_HUMAN	SETD7	366	2.80	Homo sapiens OX=9606	Histone-lysine N-methyltransferase SETD7 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			tr|D6RJA0|D6RJA0_HUMAN
3258	a	sp|Q8WVQ1|CANT1_HUMAN	Q8WVQ1	CANT1_HUMAN	CANT1	401	4.20	Homo sapiens OX=9606	Soluble calcium-activated nucleotidase 1 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			tr|K7EN15|K7EN15_HUMAN
3259	a	sp|Q9GZZ1|NAA50_HUMAN	Q9GZZ1	NAA50_HUMAN	NAA50	169	22.40	Homo sapiens OX=9606	N-alpha-acetyltransferase 50 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WWJ2|A0A087WWJ2_HUMAN, tr|A0A0D9SF32|A0A0D9SF32_HUMAN, tr|C9J5D1|C9J5D1_HUMAN, tr|C9J5J3|C9J5J3_HUMAN, tr|C9JZU6|C9JZU6_HUMAN, tr|E7EQ69|E7EQ69_HUMAN, tr|F8WCK0|F8WCK0_HUMAN
3260	a	sp|Q9UBD5|ORC3_HUMAN	Q9UBD5	ORC3_HUMAN	ORC3	711	2.50	Homo sapiens OX=9606	Origin recognition complex subunit 3 	1:Experimental evidence at protein level	0.9753	0.9982	1	1	1	0	0	0	0	     0	     0	     0			
3261	a	sp|P10176|COX8A_HUMAN	P10176	COX8A_HUMAN	COX8A	69	13.00	Homo sapiens OX=9606	Cytochrome c oxidase subunit 8A, mitochondrial 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	0	0	0	     0	     0	     0			tr|U3KQK5|U3KQK5_HUMAN
3262	a	sp|P60484|PTEN_HUMAN	P60484	PTEN_HUMAN	PTEN	403	3.00	Homo sapiens OX=9606	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	0	0	0	     0	     0	     0			
3263	a	sp|Q15811|ITSN1_HUMAN	Q15811	ITSN1_HUMAN	ITSN1	1721	15.60	Homo sapiens OX=9606	Intersectin-1 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	0	0	0	     0	     0	     0			tr|A8CTZ0|A8CTZ0_HUMAN, tr|F8W7U0|F8W7U0_HUMAN, tr|H7C429|H7C429_HUMAN
3264	a	sp|Q8N3V7|SYNPO_HUMAN	Q8N3V7	SYNPO_HUMAN	SYNPO	929	1.50	Homo sapiens OX=9606	Synaptopodin 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	1	1	0	1781519	1781519	     0			
3265	a	sp|Q8TDX7|NEK7_HUMAN	Q8TDX7	NEK7_HUMAN	NEK7	302	8.00	Homo sapiens OX=9606	Serine/threonine-protein kinase Nek7 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	0	0	0	     0	     0	     0			sp|Q9HC98|NEK6_HUMAN, tr|Q5TBG1|Q5TBG1_HUMAN, tr|Q5TBG7|Q5TBG7_HUMAN, tr|Q5TBH0|Q5TBH0_HUMAN, tr|Q5TBH1|Q5TBH1_HUMAN, tr|Q5TBH2|Q5TBH2_HUMAN
3266	a	sp|Q9BY42|RTF2_HUMAN	Q9BY42	RTF2_HUMAN	RTF2	306	6.90	Homo sapiens OX=9606	Replication termination factor 2 	1:Experimental evidence at protein level	0.9740	0.9981	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MQR2|A0A0A0MQR2_HUMAN, tr|A2A2L5|A2A2L5_HUMAN
3267	a	sp|O75648|MTU1_HUMAN	O75648	MTU1_HUMAN	TRMU	421	11.80	Homo sapiens OX=9606	Mitochondrial tRNA-specific 2-thiouridylase 1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A2R8Y4R7|A0A2R8Y4R7_HUMAN, tr|A0A2R8Y6L6|A0A2R8Y6L6_HUMAN, tr|A0A2R8YDK3|A0A2R8YDK3_HUMAN, tr|A0A2R8YFQ3|A0A2R8YFQ3_HUMAN, tr|B4DZN5|B4DZN5_HUMAN
3268	a	sp|P09871|C1S_HUMAN	P09871	C1S_HUMAN	C1S	688	2.10	Homo sapiens OX=9606	Complement C1s subcomponent 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087X232|A0A087X232_HUMAN, tr|F8WCZ6|F8WCZ6_HUMAN
3269	a	sp|P42892|ECE1_HUMAN	P42892	ECE1_HUMAN	ECE1	770	2.40	Homo sapiens OX=9606	Endothelin-converting enzyme 1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A3B3ISF9|A0A3B3ISF9_HUMAN, tr|B4DKB2|B4DKB2_HUMAN
3270	a	sp|P51948|MAT1_HUMAN	P51948	MAT1_HUMAN	MNAT1	309	7.70	Homo sapiens OX=9606	CDK-activating kinase assembly factor MAT1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|H0YJ92|H0YJ92_HUMAN, tr|H0YJF2|H0YJF2_HUMAN
3271	a	sp|Q16854|DGUOK_HUMAN	Q16854	DGUOK_HUMAN	DGUOK	277	3.20	Homo sapiens OX=9606	Deoxyguanosine kinase, mitochondrial 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	2	2	0	2213311	2213311	     0			
3272	a	sp|Q7LBC6|KDM3B_HUMAN	Q7LBC6	KDM3B_HUMAN	KDM3B	1761	3.60	Homo sapiens OX=9606	Lysine-specific demethylase 3B 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|H0Y9V5|H0Y9V5_HUMAN
3273	a	sp|Q96HD1|CREL1_HUMAN	Q96HD1	CREL1_HUMAN	CRELD1	420	16.80	Homo sapiens OX=9606	Protein disulfide isomerase CRELD1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	3	3	0	721584	721584	     0			tr|F8WBY3|F8WBY3_HUMAN
3274	a	sp|Q96L96|ALPK3_HUMAN	Q96L96	ALPK3_HUMAN	ALPK3	1907	0.60	Homo sapiens OX=9606	Alpha-protein kinase 3 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	4	4	0	12467805	12467805	     0	7C(57.0215)		
3275	a	sp|Q9C0B1|FTO_HUMAN	Q9C0B1	FTO_HUMAN	FTO	505	2.10	Homo sapiens OX=9606	Alpha-ketoglutarate-dependent dioxygenase FTO 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A1B0GTC3|A0A1B0GTC3_HUMAN, tr|A0A1B0GTC5|A0A1B0GTC5_HUMAN, tr|A0A1B0GTY1|A0A1B0GTY1_HUMAN, tr|A0A1B0GU26|A0A1B0GU26_HUMAN, tr|A0A1B0GUC3|A0A1B0GUC3_HUMAN, tr|A0A1B0GV98|A0A1B0GV98_HUMAN, tr|A0A1B0GVH5|A0A1B0GVH5_HUMAN
3276	a	sp|Q9UH65|SWP70_HUMAN	Q9UH65	SWP70_HUMAN	SWAP70	585	1.90	Homo sapiens OX=9606	Switch-associated protein 70 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	0	0	0	     0	     0	     0			tr|E7EMB1|E7EMB1_HUMAN
3277	a	sp|Q9UPQ0|LIMC1_HUMAN	Q9UPQ0	LIMC1_HUMAN	LIMCH1	1083	1.90	Homo sapiens OX=9606	LIM and calponin homology domains-containing protein 1 	1:Experimental evidence at protein level	0.9727	0.9980	1	1	1	0	2	2	0	968808	968808	     0			tr|D6RD46|D6RD46_HUMAN, tr|E7EPK0|E7EPK0_HUMAN, tr|E9PDJ9|E9PDJ9_HUMAN, tr|G5EA03|G5EA03_HUMAN, tr|H0Y8P3|H0Y8P3_HUMAN
3278	a	sp|P07996|TSP1_HUMAN	P07996	TSP1_HUMAN	THBS1	1170	1.20	Homo sapiens OX=9606	Thrombospondin-1 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	2	2	0	948155	948155	     0			
3279	a	sp|Q14527|HLTF_HUMAN	Q14527	HLTF_HUMAN	HLTF	1009	1.60	Homo sapiens OX=9606	Helicase-like transcription factor 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	1	1	0	945876	945876	     0			tr|A0A0C4DGA6|A0A0C4DGA6_HUMAN
3280	a	sp|Q8TEQ6|GEMI5_HUMAN	Q8TEQ6	GEMI5_HUMAN	GEMIN5	1508	1.00	Homo sapiens OX=9606	Gem-associated protein 5 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	1	1	0	922040	922040	     0			
3281	a	sp|Q8TER5|ARH40_HUMAN	Q8TER5	ARH40_HUMAN	ARHGEF40	1519	0.90	Homo sapiens OX=9606	Rho guanine nucleotide exchange factor 40 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	0	0	0	     0	     0	     0			
3282	a	sp|Q8WUD4|CCD12_HUMAN	Q8WUD4	CCD12_HUMAN	CCDC12	166	14.60	Homo sapiens OX=9606	Coiled-coil domain-containing protein 12 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	1	1	0	685468	685468	     0			tr|C9JUN5|C9JUN5_HUMAN, tr|J3KR35|J3KR35_HUMAN
3283	a	sp|Q99611|SPS2_HUMAN	Q99611	SPS2_HUMAN	SEPHS2	448	3.30	Homo sapiens OX=9606	Selenide, water dikinase 2 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	0	0	0	     0	     0	     0			
3284	a	sp|Q9ULH0|KDIS_HUMAN	Q9ULH0	KDIS_HUMAN	KIDINS220	1771	1.00	Homo sapiens OX=9606	Kinase D-interacting substrate of 220 kDa 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	1	1	0	952918	952918	     0			tr|A0A1W2PPB7|A0A1W2PPB7_HUMAN, tr|E9PH70|E9PH70_HUMAN, tr|H0Y8E4|H0Y8E4_HUMAN
3285	a	sp|Q9UNH6|SNX7_HUMAN	Q9UNH6	SNX7_HUMAN	SNX7	387	2.60	Homo sapiens OX=9606	Sorting nexin-7 	1:Experimental evidence at protein level	0.9713	0.9979	1	1	1	0	0	0	0	     0	     0	     0			tr|E9PNL2|E9PNL2_HUMAN
3288	a	sp|A6ZKI3|RTL8C_HUMAN	A6ZKI3	RTL8C_HUMAN	RTL8C	113	10.60	Homo sapiens OX=9606	Retrotransposon Gag-like protein 8C 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			
3289	a	sp|O95218|ZRAB2_HUMAN	O95218	ZRAB2_HUMAN	ZRANB2	330	3.00	Homo sapiens OX=9606	Zinc finger Ran-binding domain-containing protein 2 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			
3290	a	sp|P09132|SRP19_HUMAN	P09132	SRP19_HUMAN	SRP19	144	12.50	Homo sapiens OX=9606	Signal recognition particle 19 kDa protein 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	1	1	0	681334	681334	     0			tr|A0A087WYR0|A0A087WYR0_HUMAN
3291	a	sp|Q15554|TERF2_HUMAN	Q15554	TERF2_HUMAN	TERF2	542	18.20	Homo sapiens OX=9606	Telomeric repeat-binding factor 2 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			tr|H3BR06|H3BR06_HUMAN, tr|H3BTA7|H3BTA7_HUMAN, tr|J3KSJ9|J3KSJ9_HUMAN, tr|U3KQ35|U3KQ35_HUMAN
3292	a	sp|Q86TG7|PEG10_HUMAN	Q86TG7	PEG10_HUMAN	PEG10	708	4.70	Homo sapiens OX=9606	Retrotransposon-derived protein PEG10 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WUL4|A0A087WUL4_HUMAN, tr|A0A087WX23|A0A087WX23_HUMAN, tr|A0A087WXK2|A0A087WXK2_HUMAN, tr|A0A087WZG9|A0A087WZG9_HUMAN, tr|B4DSP0|B4DSP0_HUMAN
3293	a	sp|Q8N201|INT1_HUMAN	Q8N201	INT1_HUMAN	INTS1	2190	0.60	Homo sapiens OX=9606	Integrator complex subunit 1 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	2	2	0	627648	627648	     0			
3294	a	sp|Q8TBP6|S2540_HUMAN	Q8TBP6	S2540_HUMAN	SLC25A40	338	2.40	Homo sapiens OX=9606	Solute carrier family 25 member 40 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			
3295	a	sp|Q96AA3|RFT1_HUMAN	Q96AA3	RFT1_HUMAN	RFT1	541	2.00	Homo sapiens OX=9606	Protein RFT1 homolog 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	0	0	0	     0	     0	     0			tr|B5MDE0|B5MDE0_HUMAN
3296	a	sp|Q96NB2|SFXN2_HUMAN	Q96NB2	SFXN2_HUMAN	SFXN2	322	15.20	Homo sapiens OX=9606	Sideroflexin-2 	1:Experimental evidence at protein level	0.9700	0.9978	1	1	1	0	2	2	0	2451342	2451342	     0			tr|A0A0C4DGR6|A0A0C4DGR6_HUMAN, tr|A0A1B0GX61|A0A1B0GX61_HUMAN, tr|R4GMR9|R4GMR9_HUMAN, tr|R4GMW0|R4GMW0_HUMAN, tr|R4GN63|R4GN63_HUMAN, tr|R4GN74|R4GN74_HUMAN, tr|R4GNC2|R4GNC2_HUMAN
3297	a	sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	1.60	Homo sapiens OX=9606	Protein transport protein Sec16A 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0C4DH09|A0A0C4DH09_HUMAN, tr|A0A3F2YNX0|A0A3F2YNX0_HUMAN, tr|A0A3F2YNZ0|A0A3F2YNZ0_HUMAN, tr|F1T0I1|F1T0I1_HUMAN, tr|X6RGP5|X6RGP5_HUMAN
3298	a	sp|P46734|MP2K3_HUMAN	P46734	MP2K3_HUMAN	MAP2K3	347	10.30	Homo sapiens OX=9606	Dual specificity mitogen-activated protein kinase kinase 3 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	0	0	0	     0	     0	     0			tr|J3KRV4|J3KRV4_HUMAN
3299	a	sp|Q15120|PDK3_HUMAN	Q15120	PDK3_HUMAN	PDK3	406	2.70	Homo sapiens OX=9606	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	0	0	0	     0	     0	     0			
3300	a	sp|Q15276|RABE1_HUMAN	Q15276	RABE1_HUMAN	RABEP1	862	8.50	Homo sapiens OX=9606	Rab GTPase-binding effector protein 1 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	0	0	0	     0	     0	     0			tr|K7ENJ9|K7ENJ9_HUMAN
3301	a	sp|Q53GS7|GLE1_HUMAN	Q53GS7	GLE1_HUMAN	GLE1	698	1.60	Homo sapiens OX=9606	Nucleoporin GLE1 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	2	2	0	716196	716196	     0			
3302	a	sp|Q7L8L6|FAKD5_HUMAN	Q7L8L6	FAKD5_HUMAN	FASTKD5	764	2.00	Homo sapiens OX=9606	FAST kinase domain-containing protein 5, mitochondrial 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	2	2	0	625378	625378	     0			
3303	a	sp|Q99547|MPH6_HUMAN	Q99547	MPH6_HUMAN	MPHOSPH6	160	8.40	Homo sapiens OX=9606	M-phase phosphoprotein 6 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	1	1	0	1561950	1561950	     0			tr|H3BNT4|H3BNT4_HUMAN, tr|H3BSB3|H3BSB3_HUMAN
3304	a	sp|Q9Y4H2|IRS2_HUMAN	Q9Y4H2	IRS2_HUMAN	IRS2	1338	1.90	Homo sapiens OX=9606	Insulin receptor substrate 2 	1:Experimental evidence at protein level	0.9687	0.9977	1	1	1	0	1	1	0	476627	476627	     0			
3306	a	sp|O14618|CCS_HUMAN	O14618	CCS_HUMAN	CCS	274	13.20	Homo sapiens OX=9606	Copper chaperone for superoxide dismutase 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	1	1	0	1100469	1100469	     0			tr|E9PP76|E9PP76_HUMAN, tr|J3KNF4|J3KNF4_HUMAN
3307	a	sp|P01137|TGFB1_HUMAN	P01137	TGFB1_HUMAN	TGFB1	390	4.90	Homo sapiens OX=9606	Transforming growth factor beta-1 proprotein 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	1	1	0	902203	902203	     0			tr|A0A499FJK2|A0A499FJK2_HUMAN
3308	a	sp|P18615|NELFE_HUMAN	P18615	NELFE_HUMAN	NELFE	380	8.30	Homo sapiens OX=9606	Negative elongation factor E 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MSN9|A0A0A0MSN9_HUMAN, tr|A0A0A0MT02|A0A0A0MT02_HUMAN, tr|A0A0G2JI50|A0A0G2JI50_HUMAN, tr|E9PD43|E9PD43_HUMAN
3309	a	sp|Q13671|RIN1_HUMAN	Q13671	RIN1_HUMAN	RIN1	783	1.80	Homo sapiens OX=9606	Ras and Rab interactor 1 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	1	1	0	2299842	2299842	     0			tr|E9PNR2|E9PNR2_HUMAN
3310	a	sp|Q5UIP0|RIF1_HUMAN	Q5UIP0	RIF1_HUMAN	RIF1	2472	1.40	Homo sapiens OX=9606	Telomere-associated protein RIF1 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	0	0	0	     0	     0	     0			tr|H7BZN3|H7BZN3_HUMAN
3311	a	sp|Q8WVC0|LEO1_HUMAN	Q8WVC0	LEO1_HUMAN	LEO1	666	1.80	Homo sapiens OX=9606	RNA polymerase-associated protein LEO1 	1:Experimental evidence at protein level	0.9674	0.9976	1	1	1	0	1	1	0	1691161	1691161	     0			
3312	a	sp|A8MTT3|CEBOS_HUMAN	A8MTT3	CEBOS_HUMAN	CEBPZOS	80	8.80	Homo sapiens OX=9606	Protein CEBPZ	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			
3313	a	sp|O15405|TOX3_HUMAN	O15405	TOX3_HUMAN	TOX3	576	2.50	Homo sapiens OX=9606	TOX high mobility group box family member 3 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	1	1	0	660982	660982	     0			sp|O94842|TOX4_HUMAN, sp|O94900|TOX_HUMAN
3314	a	sp|P12259|FA5_HUMAN	P12259	FA5_HUMAN	F5	2224	0.60	Homo sapiens OX=9606	Coagulation factor V 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MRJ7|A0A0A0MRJ7_HUMAN
3315	a	sp|P55268|LAMB2_HUMAN	P55268	LAMB2_HUMAN	LAMB2	1798	0.70	Homo sapiens OX=9606	Laminin subunit beta-2 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	1	1	0	517709	517709	     0			
3316	a	sp|Q13439|GOGA4_HUMAN	Q13439	GOGA4_HUMAN	GOLGA4	2230	4.60	Homo sapiens OX=9606	Golgin subfamily A member 4 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A087WTW2|A0A087WTW2_HUMAN, tr|E7EVX2|E7EVX2_HUMAN, tr|H0Y6I0|H0Y6I0_HUMAN
3317	a	sp|Q14790|CASP8_HUMAN	Q14790	CASP8_HUMAN	CASP8	479	8.60	Homo sapiens OX=9606	Caspase-8 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			tr|A0A0A0MS31|A0A0A0MS31_HUMAN, tr|E7EQ01|E7EQ01_HUMAN, tr|E7EQ06|E7EQ06_HUMAN, tr|E7ETB7|E7ETB7_HUMAN, tr|E7EVN1|E7EVN1_HUMAN
3318	a	sp|Q7Z449|CP2U1_HUMAN	Q7Z449	CP2U1_HUMAN	CYP2U1	544	3.30	Homo sapiens OX=9606	Cytochrome P450 2U1 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			tr|E9PGH5|E9PGH5_HUMAN
3319	a	sp|Q92785|REQU_HUMAN	Q92785	REQU_HUMAN	DPF2	391	8.50	Homo sapiens OX=9606	Zinc finger protein ubi-d4 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	1	1	0	2562069	2562069	     0	N-term(42.0106)		tr|E9PN04|E9PN04_HUMAN, tr|J3KMZ8|J3KMZ8_HUMAN
3320	a	sp|Q9NUL7|DDX28_HUMAN	Q9NUL7	DDX28_HUMAN	DDX28	540	2.00	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX28 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			
3321	a	sp|Q9ULC3|RAB23_HUMAN	Q9ULC3	RAB23_HUMAN	RAB23	237	6.80	Homo sapiens OX=9606	Ras-related protein Rab-23 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			
3322	a	sp|Q9Y639|NPTN_HUMAN	Q9Y639	NPTN_HUMAN	NPTN	398	2.90	Homo sapiens OX=9606	Neuroplastin 	1:Experimental evidence at protein level	0.9660	0.9975	1	1	1	0	0	0	0	     0	     0	     0			tr|Q9UFM8|Q9UFM8_HUMAN
3324	a	sp|Q9BV10|ALG12_HUMAN	Q9BV10	ALG12_HUMAN	ALG12	488	5.10	Homo sapiens OX=9606	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase 	1:Experimental evidence at protein level	0.9647	0.9974	1	1	1	0	1	1	0	1339704	1339704	     0			tr|H7C4I6|H7C4I6_HUMAN
3325	a	sp|Q9H4L4|SENP3_HUMAN	Q9H4L4	SENP3_HUMAN	SENP3	574	3.10	Homo sapiens OX=9606	Sentrin-specific protease 3 	1:Experimental evidence at protein level	0.9647	0.9974	1	1	1	0	2	2	0	634693	634693	     0			
